# removed from sbzr.extended.common.dict.yaml by optimize_dedup_scan.py --apply
# word	code	weight	original_lineno
我们窝	womfwo	171	219066
我们载	womfzl	171	219067
我们辣	womfla	171	219068
我侥幸	wojcxy	171	219069
我却都	woqtdb	171	219070
我又与	woybyu	171	219071
我听课	wotyke	171	219073
我团了	wotrle	171	219075
我处了	wocule	171	219078
我太阳	wotlyh	171	219079
我小米	woxcmi	171	219081
我小编	woxcbm	171	219082
我展开	wozjkl	171	219083
我崇尚	wocssh	171	219084
我微薄	wowzbk	171	219085
我扒了	wobale	171	219086
我排斥	woplci	171	219087
我改进	wogljn	171	219089
我数十	wosusi	171	219090
我新疆	woxnjd	171	219091
我最佳	wozvjw	171	219092
我模式	womosi	171	219093
我浙江	wozejd	171	219094
我涨了	wozhle	171	219095
我用嘴	woyszv	171	219097
我男女	wonjnv	171	219098
我的火	wodeho	171	219099
我的笑	wodexc	171	219100
我的账	wodezh	171	219101
我的题	wodeti	171	219102
我的驴	wodelv	171	219103
我皇帝	wohddi	171	219104
我眉毛	womzmk	171	219105
我真受	wozfsb	171	219106
我粗浅	wocuqm	171	219107
我耳机	wovrji	171	219108
我肌肉	wojirb	171	219109
我脚疼	wojctg	171	219110
我蛋糕	wodjgk	171	219111
我要走	woykzb	171	219112
我质量	wozild	171	219113
我跟别	wogfbx	171	219114
我身处	wosfcu	171	219115
我送药	wossyk	171	219116
我那家	wonajw	171	219117
我那把	wonaba	171	219118
我醒来	woxyll	171	219119
我陈家	wocfjw	171	219120
我雇佣	woguys	171	219121
或阳台	hoyhtl	171	219122
战友吧	zjybba	171	219123
战四胜	zjsisg	171	219124
战平了	zjpyle	171	219125
所值吧	soziba	171	219127
扇子吧	sjziba	171	219128
手机前	sbjiqm	171	219130
才不算	clbusr	171	219131
才尽了	cljnle	171	219132
打他吧	databa	171	219134
打工吗	dagsma	171	219135
打怪吧	dagyba	171	219136
打战场	dazjch	171	219137
打欠条	daqmtc	171	219138
托运吧	toypba	171	219139
把一位	bayiwz	171	219140
把下一	baxwyi	171	219141
把元的	bayrde	171	219142
把出来	bacull	171	219143
把坑占	bakgzj	171	219144
把字印	baziyn	171	219146
把字给	bazigz	171	219147
把球给	baqqgz	171	219148
把盘的	bapjde	171	219149
把赚的	bazrde	171	219150
把酒祝	bajqzu	171	219151
把面都	bammdb	171	219152
投委会	tbwzhv	171	219153
抗疟药	khntyk	171	219155
抗磨剂	khmoji	171	219156
护臀膏	hutpgk	171	219159
拆拆了	clclle	171	219162
拖一拖	toyito	171	219165
拖车吧	toceba	171	219166
拼接式	pnjxsi	171	219168
拿手吧	nasbba	171	219169
挂的吧	gwdeba	171	219170
按点击	vjdmji	171	219174
挖不到	wabudk	171	219175
挖井人	wajyrf	171	219176
挟天子	xxtmzi	171	219177
挤一个	jiyige	171	219178
挺费时	tyfzsi	171	219179
挺进军	tyjnjp	171	219180
捉到了	zodkle	171	219181
换装了	hrzdle	171	219182
捷报网	jxbkwh	171	219183
授予时	sbyusi	171	219184
排毒法	pldufa	171	219185
排队在	pldvzl	171	219186
接力跑	jxlipk	171	219187
接受时	jxsbsi	171	219188
推论吧	tvlpba	171	219189
推车吧	tvceba	171	219190
搅拌杯	jcbjbz	171	219193
收多了	sbdole	171	219194
改动吧	gldsba	171	219195
放空吧	fhksba	171	219197
放纵吧	fhzsba	171	219198
放那里	fhnali	171	219199
政法的	zgfade	171	219201
敢断言	gjdryj	171	219202
文具吧	wfjuba	171	219204
文化生	wfhwsg	171	219206
文森佐	wfsfzo	171	219207
文玩吧	wfwjba	171	219208
斯凯尔	siklvr	171	219210
新与旧	xnyujq	171	219211
新主席	xnzuxi	171	219212
新兴里	xnxyli	171	219213
新军事	xnjpsi	171	219214
新改革	xnglge	171	219216
新疆有	xnjdyb	171	219217
新研发	xnyjfa	171	219218
新管理	xngrli	171	219219
旁边在	phbmzl	171	219221
旅游君	lvybjp	171	219222
早中餐	zkzscj	171	219229
早点走	zkdmzb	171	219230
早餐车	zkcjce	171	219231
时候两	sihbld	171	219232
时到达	sidkda	171	219233
时未作	siwzzo	171	219234
时装精	sizdjy	171	219235
旺旺吧	whwhba	171	219236
明月松	myytss	171	219237
易迅网	yixpwh	171	219239
是任性	sirfxy	171	219242
是前进	siqmjn	171	219243
是否爱	sifbvl	171	219244
是错吧	sicoba	171	219246
晨起后	cfqihb	171	219250
普伊格	puyige	171	219251
景致吧	jyziba	171	219253
暴利吧	bkliba	171	219255
更赞了	ggzjle	171	219256
更难吧	ggnjba	171	219257
最古的	zvgude	171	219259
月卖了	ytmlle	171	219260
有在做	ybzlzo	171	219262
有尿了	ybncle	171	219263
有斤吧	ybjnba	171	219264
有桌吧	ybzoba	171	219265
有没了	ybmzle	171	219266
有风情	ybfgqy	171	219267
木建筑	mujmzu	171	219268
未到场	wzdkch	171	219269
未料到	wzlcdk	171	219270
未识别	wzsibx	171	219271
本决定	bfjtdy	171	219272
术士吧	susiba	171	219274
权先生	qrxmsg	171	219276
材料包	cllcbk	171	219277
材料款	cllckr	171	219278
村庄内	cpzdnz	171	219279
条件二	tcjmvr	171	219280
来出了	llcule	171	219281
来和龙	llhels	171	219282
来尝了	llchle	171	219283
来抓住	llzwzu	171	219284
来搜了	llsble	171	219285
来疯了	llfgle	171	219287
来诱导	llybdk	171	219288
查戈斯	cagesi	171	219289
格罗皮	gelopi	171	219291
框定了	kddyle	171	219292
桥路段	qcludr	171	219294
梳子吧	suziba	171	219295
棉手套	mmsbtk	171	219296
棺材中	grclzs	171	219297
楼买了	lbmlle	171	219298
概况吧	glkdba	171	219299
檀香味	tjxdwz	171	219301
次团了	citrle	171	219303
歌曲吧	gequba	171	219304
正反转	zgfjzr	171	219305
正装吧	zgzdba	171	219306
死命令	simyly	171	219308
死神吧	sisfba	171	219309
比经济	bijyji	171	219310
民居吧	mnjuba	171	219313
民工吧	mngsba	171	219314
民族所	mnzuso	171	219315
气温时	qiwfsi	171	219316
气狠了	qihfle	171	219317
水和油	svheyb	171	219318
水晶时	svjysi	171	219319
水果丁	svgody	171	219320
汇编吧	hvbmba	171	219323
汉堡里	hjbkli	171	219325
汉阳的	hjyhde	171	219326
江之电	jdzidm	171	219327
污染小	wurjxc	171	219328
沃斯特	wosite	171	219329
沙市的	saside	171	219330
沙普利	sapuli	171	219331
沙马兰	samalj	171	219332
没上到	mzshdk	171	219333
没人和	mzrfhe	171	219334
没位了	mzwzle	171	219335
没变吧	mzbmba	171	219336
没有云	mzybyp	171	219338
没有刚	mzybgh	171	219339
没见吧	mzjmba	171	219340
沦陷吧	lpxmba	171	219342
沧州站	chzbzj	171	219343
沸腾时	fztgsi	171	219344
泡了吧	pkleba	171	219346
泡菜坛	pkcltj	171	219347
波动小	bodsxc	171	219348
注会吧	zuhvba	171	219349
泻药吧	xxykba	171	219350
流动相	lqdsxd	171	219354
流成河	lqcghe	171	219355
测孕纸	ceypzi	171	219357
测速点	cesudm	171	219358
浦三路	pusjlu	171	219359
海会寺	hlhvsi	171	219361
浸过的	jngode	171	219363
淑女吧	sunvba	171	219365
淡淡吧	djdjba	171	219366
清仓式	qychsi	171	219368
清北吧	qybzba	171	219369
清洁到	qyjxdk	171	219370
清洗前	qyxiqm	171	219371
清淡了	qydjle	171	219372
温琴佐	wfqnzo	171	219373
温碧泉	wfbiqr	171	219374
湘江的	xdjdde	171	219376
滑雪吧	hwxtba	171	219378
滚一滚	gpyigp	171	219380
滚打了	gpdale	171	219381
满的吧	mjdeba	171	219383
满院子	mjyrzi	171	219384
滴两滴	dilddi	171	219385
火腿粒	hotvli	171	219388
炒酸奶	cksrnl	171	219389
炸完了	zawjle	171	219390
点变了	dmbmle	171	219392
点啥吧	dmsaba	171	219393
点撑了	dmcgle	171	219394
点皱了	dmzble	171	219395
烘山芋	hssjyu	171	219396
烙在了	lkzlle	171	219397
烧成后	skcghb	171	219399
烧海参	skhlcj	171	219400
烫发吧	thfaba	171	219401
烫的吧	thdeba	171	219402
热映中	reyyzs	171	219403
热浪吧	relhba	171	219404
然到了	rjdkle	171	219405
爆裂吧	bklxba	171	219407
爱了吧	vlleba	171	219408
爱情时	vlqysi	171	219409
爱成了	vlcgle	171	219410
爱攀比	vlpjbi	171	219411
父亲打	fuqnda	171	219412
爽的吧	sddeba	171	219413
片片吧	pmpmba	171	219414
牛心菜	nqxncl	171	219415
物流港	wulqgh	171	219416
特码王	temawh	171	219418
特难受	tenjsb	171	219419
犯人吧	fjrfba	171	219420
猪脚吧	zujcba	171	219421
玻璃中	bolizs	171	219424
班度士	bjdusi	171	219426
球磨川	qqmocr	171	219427
瓜氨酸	gwvjsr	171	219428
甘草酸	gjcksr	171	219429
甜辣味	tmlawz	171	219430
用好吧	yshkba	171	219432
用心棒	ysxnbh	171	219433
田螺吧	tmloba	171	219435
由机场	ybjich	171	219436
申到了	sfdkle	171	219437
电影部	dmyybu	171	219438
电流大	dmlqda	171	219439
畅快吧	chkyba	171	219440
略高吧	ltgkba	171	219441
疏导点	sudkdm	171	219442
疑虑吧	yilvba	171	219443
疙瘩吧	gedaba	171	219444
疯狗咬	fggbyk	171	219445
病好后	byhkhb	171	219446
痛过了	tsgole	171	219447
瘦子吧	sbziba	171	219449
瘦小腹	sbxcfu	171	219450
瘦的吧	sbdeba	171	219451
白去了	blqule	171	219452
白菜卷	blcljr	171	219454
百丽吧	blliba	171	219455
百平米	blpymi	171	219456
的拼了	depnle	171	219458
的收了	desble	171	219459
的知了	dezile	171	219460
的输了	desule	171	219461
皮特森	pitesf	171	219463
监控网	jmkswh	171	219465
监管权	jmgrqr	171	219466
直白吧	ziblba	171	219471
直立性	zilixy	171	219472
相当近	xddhjn	171	219473
相待吧	xddlba	171	219474
相成吧	xdcgba	171	219475
相通吧	xdtsba	171	219476
省油吧	sgybba	171	219477
看家具	kjjwju	171	219479
看开头	kjkltb	171	219480
看房吧	kjfhba	171	219482
看歌词	kjgeci	171	219483
看海豚	kjhltp	171	219484
看源码	kjyrma	171	219485
看画展	kjhwzj	171	219486
看看您	kjkjnn	171	219487
真有爱	zfybvl	171	219489
真火啊	zfhova	171	219490
睡不稳	svbuwf	171	219492
确给了	qtgzle	171	219493
礼金吧	lijnba	171	219496
祝福油	zufuyb	171	219497
神态吧	sftlba	171	219499
私企吧	siqiba	171	219500
秒钟吧	mczsba	171	219503
租赁时	zulnsi	171	219504
秦唐府	qnthfu	171	219505
稍少了	skskle	171	219506
稻田中	dktmzs	171	219507
稿费吧	gkfzba	171	219508
穷三年	qssjnm	171	219509
穷尽了	qsjnle	171	219510
穿了吧	crleba	171	219512
穿热裤	crreku	171	219513
竹产业	zucjye	171	219516
第二刀	divrdk	171	219517
第二趟	divrth	171	219518
第四弹	disidj	171	219519
等作了	dgzole	171	219520
等吃了	dgcile	171	219521
等没了	dgmzle	171	219522
筋头吧	jntbba	171	219524
答好了	dahkle	171	219525
简史吧	jmsiba	171	219526
简略吧	jmltba	171	219527
算大吧	srdaba	171	219528
篇为了	pmwzle	171	219529
篓子里	lbzili	171	219530
米高处	migkcu	171	219531
索芙特	sofute	171	219536
纠正时	jqzgsi	171	219538
纯酸奶	cpsrnl	171	219539
纳塔莉	natali	171	219540
纳尔德	navrde	171	219541
纳斯塔	nasita	171	219542
练过吧	lmgoba	171	219545
给亲们	gzqnmf	171	219547
给你花	gznihw	171	219548
给儿女	gzvrnv	171	219549
给兔子	gztuzi	171	219550
给抛了	gzpkle	171	219551
给揽了	gzljle	171	219552
给点吧	gzdmba	171	219553
给记了	gzjile	171	219554
给问了	gzwfle	171	219555
给震了	gzzfle	171	219556
绝技吧	jtjiba	171	219557
绝经前	jtjyqm	171	219558
罪过吧	zvgoba	171	219565
置信吧	zixnba	171	219566
置换了	zihrle	171	219567
置换礼	zihrli	171	219568
羊吃了	yhcile	171	219569
美军中	mzjpzs	171	219570
美工吧	mzgsba	171	219571
美迪西	mzdixi	171	219572
羞愧吧	xqkvba	171	219573
群速度	qpsudu	171	219574
老米家	lkmijw	171	219576
老菜馆	lkclgr	171	219577
考过吧	kkgoba	171	219578
而乱了	vrlrle	171	219579
而加了	vrjwle	171	219580
而少了	vrskle	171	219581
耳机包	vrjibk	171	219582
聊骚吧	lcskba	171	219584
联播吧	lmboba	171	219585
肉丸吧	rbwjba	171	219586
肖克利	xckeli	171	219587
肠功能	chgsng	171	219588
股价线	gujwxm	171	219589
胡厚昆	huhbkp	171	219590
胸部大	xsbuda	171	219591
能安排	ngvjpl	171	219593
能少了	ngskle	171	219594
能洗澡	ngxizk	171	219595
能灭了	ngmxle	171	219596
能直达	ngzida	171	219597
脆骨吧	cvguba	171	219599
脏了吧	zhleba	171	219600
脏的吧	zhdeba	171	219601
脚受伤	jcsbsh	171	219602
脱节吧	tojxba	171	219603
脸皮吧	lmpiba	171	219604
膜拜了	moblle	171	219605
自信能	zixnng	171	219606
至死吧	zisiba	171	219607
舌头吧	setbba	171	219608
般加了	bjjwle	171	219609
色差吧	secaba	171	219610
花木城	hwmucg	171	219614
苛求吧	keqqba	171	219615
英老师	yylksi	171	219617
茄汁面	jwzimm	171	219619
草莓鼻	ckmzbi	171	219621
荒谬吧	hdmqba	171	219622
荣幸吧	rsxyba	171	219623
药方吧	ykfhba	171	219624
莫及吧	mojiba	171	219625
菌类吧	jplzba	171	219626
萨利克	salike	171	219628
葡萄时	putksi	171	219629
蓝奕邦	ljyibh	171	219630
蕾丝衫	lzsisj	171	219631
薄雾中	bkwuzs	171	219632
薪水低	xnsvdi	171	219633
蘸卤菜	zjlucl	171	219634
蘸料汁	zjlczi	171	219635
虐我吧	ntwoba	171	219636
虚伪吧	xuwzba	171	219637
蛋卷吧	djjrba	171	219638
融资部	rszibu	171	219641
蠢透了	cptble	171	219642
衔接班	xmjxbj	171	219649
街买了	jxmlle	171	219650
补拍了	buplle	171	219651
表演完	bcyjwj	171	219653
表达者	bcdaze	171	219654
被到了	bzdkle	171	219656
被动员	bzdsyr	171	219657
被打中	bzdazs	171	219659
被拉低	bzladi	171	219661
被收了	bzsble	171	219662
被移出	bzyicu	171	219664
被第一	bzdiyi	171	219665
被筛选	bzslxr	171	219666
被算法	bzsrfa	171	219667
被舍弃	bzseqi	171	219669
被骂吧	bzmaba	171	219670
被默认	bzmorf	171	219671
装药量	zdykld	171	219673
西北隅	xibzyu	171	219674
要会吧	ykhvba	171	219675
要吵了	ykckle	171	219676
要拍吧	ykplba	171	219677
要挂了	ykgwle	171	219678
要登录	ykdglu	171	219680
要红了	ykhsle	171	219681
见智了	jmzile	171	219682
见鬼吧	jmgvba	171	219683
角度时	jcdusi	171	219685
角砾岩	jcliyj	171	219686
解冻吧	jxdsba	171	219687
解密吧	jxmiba	171	219688
誓言吧	siyjba	171	219690
警示性	jysixy	171	219693
让加了	rhjwle	171	219695
讲透了	jdtble	171	219697
许多戏	xudoxi	171	219698
论据吧	lpjuba	171	219699
试一把	siyiba	171	219703
试通车	sitsce	171	219704
话语里	hwyuli	171	219705
该发明	glfamy	171	219706
该相信	glxdxn	171	219707
课文吧	kewfba	171	219714
调戏吧	dcxiba	171	219715
调色吧	dcseba	171	219716
调蘸碟	dczjdx	171	219717
谈创业	tjcdye	171	219719
谜团吧	mitrba	171	219720
谢过了	xxgole	171	219721
谭耀宗	tjykzs	171	219722
豆子吧	dbziba	171	219723
豆豆吧	dbdbba	171	219724
豪放吧	hkfhba	171	219725
豪车吧	hkceba	171	219726
败在了	blzlle	171	219727
货源吧	hoyrba	171	219728
购票后	gbpchb	171	219731
贴膜吧	txmoba	171	219733
贵宾吧	gvbnba	171	219734
贷出去	dlcuqu	171	219735
费了吧	fzleba	171	219737
资格类	zigelz	171	219738
赖伐尔	llfavr	171	219740
赖小民	llxcmn	171	219741
赛场内	slchnz	171	219742
赛首轮	slsblp	171	219743
赢取吧	yyquba	171	219744
赢未来	yywzll	171	219745
起手式	qisbsi	171	219746
起止点	qizidm	171	219747
超大和	ckdahe	171	219750
越少了	ytskle	171	219751
越棒了	ytbhle	171	219752
越火了	ythole	171	219753
越野型	ytyexy	171	219754
跑走了	pkzble	171	219755
跟喝了	gfhele	171	219756
跟团吧	gftrba	171	219757
路开了	luklle	171	219759
路边捡	lubmjm	171	219760
车出了	cecule	171	219762
车管家	cegrjw	171	219763
车装了	cezdle	171	219764
转完了	zrwjle	171	219765
软妹纸	rrmzzi	171	219767
软的吧	rrdeba	171	219768
轻生活	qysgho	171	219769
辩解吧	bmjxba	171	219771
过一项	goyixd	171	219774
过点了	godmle	171	219776
过站了	gozjle	171	219777
过赞了	gozjle	171	219778
过遍了	gobmle	171	219779
迎十运	yysiyp	171	219780
还价吧	hljwba	171	219781
还套了	hltkle	171	219782
还挺火	hltyho	171	219783
还推了	hltvle	171	219784
还整了	hlzgle	171	219785
还有数	hlybsu	171	219786
还查了	hlcale	171	219787
还混了	hlhple	171	219788
还起了	hlqile	171	219789
还附了	hlfule	171	219790
还难吧	hlnjba	171	219791
这双吧	zesdba	171	219792
这钱吧	zeqmba	171	219794
远为了	yrwzle	171	219796
连个人	lmgerf	171	219797
连怎么	lmzfme	171	219798
连换了	lmhrle	171	219799
连跑了	lmpkle	171	219801
迷恋他	milmta	171	219802
迷惑吧	mihoba	171	219803
逆变换	nibmhr	171	219804
造的吧	zkdeba	171	219807
遍好了	bmhkle	171	219808
道远吧	dkyrba	171	219809
遭遇时	zkyusi	171	219810
邓锡侯	dgxihb	171	219812
那我把	nawoba	171	219814
郑州那	zgzbna	171	219816
部下们	buxwmf	171	219817
都抄了	dbckle	171	219820
都直了	dbzile	171	219823
都跌了	dbdxle	171	219825
酌情吧	zoqyba	171	219826
配发了	pzfale	171	219827
酶分解	mzffjx	171	219828
酿车祸	ndceho	171	219829
里占了	lizjle	171	219830
里哭了	likule	171	219831
里点了	lidmle	171	219832
里进了	lijnle	171	219833
里逛了	ligdle	171	219834
野惯了	yegrle	171	219838
量小吧	ldxcba	171	219840
金信网	jnxnwh	171	219841
金牛星	jnnqxy	171	219844
钉子吧	dyziba	171	219845
钱办了	qmbjle	171	219847
铁路边	txlubm	171	219850
镶上了	xdshle	171	219855
门派吧	mfplba	171	219860
闭环式	bihrsi	171	219862
问路吧	wfluba	171	219863
问题七	wftiqi	171	219864
闲聊吧	xmlcba	171	219865
队买了	dvmlle	171	219866
阿纳金	vanajn	171	219869
阿飞的	vafzde	171	219870
陕西一	sjxiyi	171	219871
陶醉吧	tkzvba	171	219872
随便动	svbmds	171	219873
隐于市	ynyusi	171	219874
难听话	njtyhw	171	219875
难赚了	njzrle	171	219876
集市吧	jisiba	171	219877
集散点	jisjdm	171	219878
雇水军	gusvjp	171	219879
雪花梨	xthwli	171	219880
零佣金	lyysjn	171	219881
零脂肪	lyzifh	171	219882
雷同吧	lztsba	171	219883
青训队	qyxpdv	171	219886
静静吧	jyjyba	171	219887
面霜吧	mmsdba	171	219892
面食店	mmsidm	171	219893
音效好	ynxchk	171	219894
音译吧	ynyiba	171	219895
顿悟吧	dpwuba	171	219897
预习吧	yuxiba	171	219898
预报时	yubksi	171	219899
风情游	fgqyyb	171	219900
飞机厂	fzjich	171	219902
飞机里	fzjili	171	219903
飞来吧	fzllba	171	219904
食量吧	sildba	171	219905
餐馆吃	cjgrci	171	219906
饭量吧	fjldba	171	219908
饮食少	ynsisk	171	219909
香油拌	xdybbj	171	219910
马查多	macado	171	219913
马艳红	mayjhs	171	219914
骨盆底	gupfdi	171	219916
高佣金	gkysjn	171	219917
高冷吧	gklgba	171	219918
高教社	gkjcse	171	219920
高贵感	gkgvgj	171	219922
魔王城	mowhcg	171	219924
鸡冻了	jidsle	171	219925
鸡大腿	jidatv	171	219926
黄威铭	hdwzmy	171	219928
黄立冲	hdlics	171	219929
黎贝卡	libzka	171	219932
黑精灵	hzjyly	171	219933
齐俊杰	qijpjx	171	219934
龙头时	lstbsi	171	219935
一下三	yixwsj	170	219937
一伙儿	yihovr	170	219939
一使劲	yisijn	170	219940
一听吧	yityba	170	219942
一品香	yipnxd	170	219943
一堆活	yidvho	170	219944
一大股	yidagu	170	219945
一学吧	yixtba	170	219946
一张盘	yizhpj	170	219947
一惊吧	yijyba	170	219948
一打吧	yidaba	170	219949
一插上	yicash	170	219950
一月前	yiytqm	170	219951
一条虫	yitccs	170	219952
一桶金	yitsjn	170	219953
一比吧	yibiba	170	219954
一生能	yisgng	170	219955
一百六	yibllq	170	219956
一百页	yiblye	170	219957
一站吧	yizjba	170	219958
一等品	yidgpn	170	219959
一胎化	yitlhw	170	219960
一起杀	yiqisa	170	219961
一跳吧	yitcba	170	219962
一转吧	yizrba	170	219963
一锅香	yigoxd	170	219964
丁公路	dygslu	170	219965
七月七	qiytqi	170	219966
七选五	qixrwu	170	219967
三九天	sjjqtm	170	219971
三人制	sjrfzi	170	219972
三千名	sjqmmy	170	219974
三四位	sjsiwz	170	219976
三坐标	sjzobc	170	219978
三大将	sjdajd	170	219979
三官庙	sjgrmc	170	219980
三小块	sjxcky	170	219981
三年生	sjnmsg	170	219982
三成吧	sjcgba	170	219983
上一当	shyidh	170	219984
上下键	shxwjm	170	219985
上不到	shbudk	170	219986
上世代	shsidl	170	219987
上乘吧	shcgba	170	219988
上五楼	shwulb	170	219989
上人员	shrfyr	170	219990
上千本	shqmbf	170	219991
上品吧	shpnba	170	219993
上天吧	shtmba	170	219994
上色吧	shseba	170	219998
上铺了	shpule	170	219999
上门送	shmfss	170	220000
下下周	xwxwzb	170	220002
下为了	xwwzle	170	220003
下午班	xwwubj	170	220005
下弦月	xwxmyt	170	220007
下杀了	xwsale	170	220009
下级生	xwjisg	170	220010
不上台	bushtl	170	220011
不上床	bushcd	170	220012
不丧失	bushsi	170	220013
不为钱	buwzqm	170	220014
不举了	bujule	170	220015
不二越	buvryt	170	220016
不优惠	buybhv	170	220018
不伤胃	bushwz	170	220019
不假吧	bujwba	170	220021
不入吧	buruba	170	220022
不再多	buzldo	170	220023
不准吧	buzpba	170	220024
不叫我	bujcwo	170	220031
不同权	butsqr	170	220032
不同者	butsze	170	220033
不大去	budaqu	170	220036
不好穿	buhkcr	170	220039
不好讲	buhkjd	170	220040
不媚俗	bumzsu	170	220041
不完吧	buwjba	170	220042
不定项	budyxd	170	220043
不工整	bugszg	170	220044
不干吧	bugjba	170	220045
不幼稚	buybzi	170	220047
不怕吗	bupama	170	220050
不怕输	bupasu	170	220051
不想留	buxdlq	170	220053
不想进	buxdjn	170	220054
不成交	bucgjc	170	220056
不敢不	bugjbu	170	220059
不是考	busikk	170	220060
不正视	buzgsi	170	220062
不清时	buqysi	170	220063
不牛逼	bunqbi	170	220064
不甚了	busfle	170	220065
不生子	busgzi	170	220066
不相应	buxdyy	170	220067
不看到	bukjdk	170	220068
不离吧	buliba	170	220070
不算丑	busrcb	170	220072
不算个	busrge	170	220073
不累计	bulzji	170	220074
不缴费	bujcfz	170	220075
不耐看	bunlkj	170	220076
不能摸	bungmo	170	220077
不脆了	bucvle	170	220079
不至吧	buziba	170	220081
不要切	buykqx	170	220083
不要考	buykkk	170	220084
不要这	buykze	170	220085
不规划	bugvhw	170	220086
不言谢	buyjxx	170	220087
不认命	burfmy	170	220088
不让玩	burhwj	170	220089
不让碰	burhpg	170	220090
不赌博	budubo	170	220091
不走吧	buzbba	170	220092
不过放	bugofh	170	220094
不过水	bugosv	170	220095
不过膝	bugoxi	170	220096
不通吧	butsba	170	220098
不配备	bupzbz	170	220099
与康熙	yukhxi	170	220101
与秦时	yuqnsi	170	220102
与课堂	yuketh	170	220103
专业二	zryevr	170	220104
专员办	zryrbj	170	220106
专场吧	zrchba	170	220107
专科班	zrkebj	170	220108
专著吧	zrzuba	170	220109
业主会	yezuhv	170	220113
丛中笑	cszsxc	170	220115
东东枪	dsdsqd	170	220116
东京街	dsjyjx	170	220117
东北银	dsbzyn	170	220118
东海线	dshlxm	170	220122
东爪哇	dszkwa	170	220123
东西走	dsxizb	170	220124
丝瓜尖	sigwjm	170	220126
丝袜控	siwaks	170	220128
两三分	ldsjff	170	220130
两个旅	ldgelv	170	220131
两个碗	ldgewj	170	220132
两个证	ldgezg	170	220133
两千名	ldqmmy	170	220134
两半吧	ldbjba	170	220135
两小孩	ldxchl	170	220137
两座桥	ldzoqc	170	220138
两道门	lddkmf	170	220139
个开了	geklle	170	220140
个相机	gexdji	170	220141
中位价	zswzjw	170	220142
中修改	zsxqgl	170	220143
中取消	zsquxc	170	220146
中外野	zswlye	170	220147
中心曾	zsxncg	170	220149
中效果	zsxcgo	170	220151
中核市	zshesi	170	220153
中津川	zsjncr	170	220154
中清路	zsqylu	170	220155
中港城	zsghcg	170	220156
中端吧	zsdrba	170	220160
中等级	zsdgji	170	220161
中部时	zsbusi	170	220162
中间低	zsjmdi	170	220163
中间车	zsjmce	170	220164
中高协	zsgkxx	170	220165
丰臣氏	fgcfsi	170	220166
为度时	wzdusi	170	220167
为荣吧	wzrsba	170	220168
主祭人	zujirf	170	220170
举了吧	juleba	170	220173
久坐族	jqzozu	170	220174
义民庙	yimnmc	170	220176
之主吧	zizuba	170	220177
之光吧	zigdba	170	220179
之剑吧	zijmba	170	220180
之急吧	zijiba	170	220182
乌利亚	wuliya	170	220183
乌尼翁	wuniwg	170	220184
乏味吧	fawzba	170	220187
乐呵吧	leheba	170	220188
九仙山	jqxmsj	170	220191
九十天	jqsitm	170	220192
九头龙	jqtbls	170	220193
九张图	jqzhtu	170	220194
也乏了	yefale	170	220197
也升了	yesgle	170	220198
也对你	yedvni	170	220200
也挣了	yezgle	170	220201
也硬了	yeyyle	170	220202
也背了	yebzle	170	220203
也造了	yezkle	170	220204
书名时	sumysi	170	220205
书法时	sufasi	170	220207
书皮吧	supiba	170	220208
书目吧	sumuba	170	220209
买一副	mlyifu	170	220210
买信托	mlxnto	170	220211
买到房	mldkfh	170	220212
买好车	mlhkce	170	220214
买菜吧	mlclba	170	220216
乱开药	lrklyk	170	220217
乳鸽汤	rugeth	170	220219
了到了	ledkle	170	220220
了剪了	lejmle	170	220221
了吵了	leckle	170	220222
了开了	leklle	170	220223
了收了	lesble	170	220224
了机了	lejile	170	220225
了然吧	lerjba	170	220226
了破了	lepole	170	220227
了绕了	lerkle	170	220228
了脏了	lezhle	170	220229
了脱了	letole	170	220230
了费了	lefzle	170	220231
了错了	lecole	170	220232
事到了	sidkle	170	220234
事吃了	sicile	170	220235
二串一	vrcryi	170	220238
二之丸	vrziwj	170	220239
二元性	vryrxy	170	220240
二次侧	vrcice	170	220244
二甲酸	vrjwsr	170	220245
二硫键	vrlqjm	170	220246
二维吧	vrwzba	170	220247
二舅舅	vrjqjq	170	220248
于世吧	yusiba	170	220249
于东汉	yudshj	170	220250
于建华	yujmhw	170	220251
于文化	yuwfhw	170	220252
于智慧	yuzihv	170	220253
于爱情	yuvlqy	170	220254
于细节	yuxijx	170	220255
于诸侯	yuzuhb	170	220256
云居山	ypjusj	170	220257
云空间	ypksjm	170	220259
云邮箱	ypybxd	170	220261
互加了	hujwle	170	220262
五十几	wusiji	170	220263
五十次	wusici	170	220264
五周岁	wuzbsv	170	220265
五彩瓷	wuclci	170	220266
五斗米	wudbmi	170	220267
五日内	wurinz	170	220268
五月雨	wuytyu	170	220269
五百吧	wublba	170	220270
五等分	wudgff	170	220271
亚成体	yacgti	170	220272
亡灵吧	whlyba	170	220273
交男友	jcnjyb	170	220275
交警们	jcjymf	170	220276
产子的	cjzide	170	220278
京交会	jyjchv	170	220280
京顺路	jysplu	170	220282
亮了吧	ldleba	170	220283
人不怕	rfbupa	170	220284
人人夸	rfrfkw	170	220285
人副本	rffubf	170	220286
人多不	rfdobu	170	220288
人是人	rfsirf	170	220289
人气男	rfqinj	170	220291
人的美	rfdemz	170	220293
人走路	rfzblu	170	220294
亿韩圆	yihjyr	170	220295
